doc_idn,gnd_idn,gnd_label
983079862,041886879,Vormischflamme
983079862,041864700,Turbulente Verbrennung
983079862,042758254,Selbsterregte Schwingung
983079862,041994280,Ringwirbel
983079862,041702972,Modellierung
983122792,040365824,Luftreinhaltung
983122792,040268136,Industriebetrieb
983122792,040588025,System Dynamics
983122792,04039798X,Modell
983424284,957571917,Wissensmanagement
983424284,040725626,Hochschulunterricht
983510962,041541359,Fertigbauteil
983510962,040139670,Einzelfertigung
983510962,040039579,Automation
983510962,043078656,CAD-CAM
983510962,953263746,Austauschformat
983510962,953581284,XML
983585520,118622692,Tillich
983585520,040493962,Religion
983585520,041256980,Kultur
983585520,040494128,Religionspädagogik
983585520,118622692,Tillich
983585520,041923529,Interreligiöser Dialog
983585520,040335690,Kulturkontakt
983585520,040494225,Religionsunterricht
983618194,040305503,Kind
983618194,040169537,Fettsucht
983618194,041644395,Körperliche Aktivität
983618194,041260732,Therapieerfolg
983619786,041635795,Keramikfaser
983619786,04135785X,Gewebe
983619786,041945050,Laminat
983619786,041421434,Aluminiumoxidkeramik
983619786,943085462,Infiltration
983619786,040143732,Elektrophorese
983627282,04063213X,Versöhnung
983627282,040158756,Evangelische Theologie
983627282,040780295,Südkorea
983627282,04061672X,Vergangenheitsbewältigung
983627282,04063213X,Versöhnung
983627282,040284956,Japan
983627282,040324664,Korea
983627282,041554418,Friedenspolitik
983627282,040158330,Evangelische Kirche
983630488,040015866,Aluminiumlegierung
983630488,041507355,Druckguss
983630488,041273443,Stoffgesetz
983630488,040172333,Finite-Elemente-Methode
983630879,040780295,Südkorea
983630879,04142042X,Alternative Erziehung
983685177,042092558,Hilbertsches Programm
983738882,11850391X,Arendt
983738882,040457915,Philosophie
983738882,041155904,Politisches Denken
983739110,946808546,Uganda
983739110,041713648,Nebelwald
983739110,041666437,Landschaftssukzession
983739110,041740734,Pflanzensoziologie
983739110,946808546,Uganda
983739110,041713648,Nebelwald
983739110,041357337,Biotopschutz
983739110,041446410,Berggorilla
983739110,041125983,Artenschutz
983744688,948558423,Citrinin
983744688,041349385,Pflanzliches Lebensmittel
983744688,041153340,Nachweis
983744688,947929525,HPLC-MS
983747024,041624572,Ischämischer cerebraler Anfall
983747024,042918480,Kininrezeptor
983747024,040416496,Nervenzelle
983747024,042074150,Zelltod
983755973,96766165X,Auktionstheorie
983755973,040435865,Operations Research
983755973,04035816X,Lineare Optimierung
983755973,040681238,Zuordnungsproblem
983756090,042368006,Roboterhand
983756090,041581318,Greifen
983756090,040383903,Mehrkörpersystem
983756090,041829352,Starrer Körper
983756090,040550729,Simulation
983808481,041542045,Feststoff
983808481,040124843,Dispersion
983808481,040627810,Verfahrenstechnik
983808481,042372038,Prozessmodell
983808481,04117660X,Wirbelschichtverfahren
983808481,042372038,Prozessmodell
983868948,947487301,Transsonischer Verdichter
983868948,041573935,Gitterströmung
983868948,041172655,Turbulente Strömung
983868948,042825229,Stoß-Grenzschicht-Wechselwirkung
983868948,041296109,Strömungsmesstechnik
983868948,041298209,Hitzdrahtanemometer
983868948,947487301,Transsonischer Verdichter
983868948,041573935,Gitterströmung
983868948,041172655,Turbulente Strömung
983868948,042825229,Stoß-Grenzschicht-Wechselwirkung
983868948,96473222X,Numerische Strömungssimulation
983870438,04061963X,Unternehmen
983870438,040318834,Kommunikation
983870438,043264646,Nachhaltigkeit
983870438,043084168,Internet
983891583,041894103,Weichmagnetischer Werkstoff
983891583,941420167,Nanostrukturiertes Material
983891583,041867742,Ummagnetisierung
983905835,041866045,Überlagerungsempfänger
983905835,941773329,Terahertzbereich
983905835,042987393,Supraleitungs-Bolometer
983905835,04003397X,Atmosphäre
983905835,041826086,Spurengas
983905835,040388522,Messung
983915865,041685407,Magnesiumsilicid
983915865,040626709,Verbundwerkstoff
983915865,042179610,Mechanische Eigenschaft
983915865,040478408,Pulvermetallurgie
983915865,041402995,Sintern
983915865,041685407,Magnesiumsilicid
983915865,042165946,Legierungselement
983915865,040360377,Lithium
983915865,042179610,Mechanische Eigenschaft
983915865,04155647X,Funkenplasma
983981329,042954592,Angststörung
983981329,041300009,Ausdauertraining
983981329,042374480,Funktionelle Störung
983981329,041300009,Ausdauertraining
984032266,041482255,Colonkrebs
984032266,980733286,Insulin-like-Growth-Factor-Binding-Protein-2
984032266,042790212,Transgene Tiere
984032266,041406605,Tiermodell
984081550,971728496,Rollwende
984081550,041983327,Sportliche Leistung
984081550,042092833,Einflussgröße
984081550,04073756X,Krafttraining
984084959,04139402X,Produktentwicklung
984084959,945798784,Rapid Prototyping
984084959,945788274,Mehragentensystem
984084959,042426626,Semantisches Netz
984084959,948745339,Middleware
984129081,040458954,Fotografie
984129081,041359526,Quelle
984129081,042007933,Kollektives Gedächtnis
984129081,040205266,Geschichtsbewusstsein
984129081,040458954,Fotografie
984129081,041359526,Quelle
984129081,040205339,Geschichtsunterricht
98413638X,040118827,Deutschland
98413638X,040563820,Sportförderung
98413638X,040736482,Kommunalpolitik
98413638X,040087670,Bürgerbeteiligung
984207325,04307166X,Bioverfahrenstechnik
984207325,042789257,Prozessentwicklung
984207325,043264646,Nachhaltigkeit
984207325,040063402,Bewertung
984207325,040389715,Methode
984358803,040586715,Suspension
984358803,041658574,Kuchenfiltration
984358803,041954556,Filtermittel
984358803,042090377,Prüfstand
984467599,042047412,Backbone-Netz
984467599,042941490,Weitverkehrsnetz
984467599,971467064,OTDM
984467599,041741722,Phasenumtastung
984467599,946251622,Übertragungsqualität
98448213X,040140768,Eisenhüttenstadt
98448213X,041669304,Lausitzer Kultur
98448213X,040060543,Bestattung
98448213X,041233077,Grabbeigabe
98448213X,040715078,Funde
984508651,041039440,Westfälischer Friedenskongress
984508651,04049716X,Rezeption
984508651,041931793,Druckmedien
984521232,040208303,Gewässerschutz
984521232,040490033,Regenwasser
984521232,041880188,Versickerung
984521232,041591364,Harn
984521232,040783952,Trennverfahren
984521232,041347218,Speicherbecken
984521232,040208303,Gewässerschutz
984521232,04030910X,Kläranlage
984521232,040294668,Kanalisation
984521232,04126083X,Multikriteria-Entscheidung
984561110,118607057,Schelling
984561110,040414086,Naturphilosophie
984573429,041240138,Quanten-Hall-Effekt
984573429,041745159,Photoleitung
984573429,941773329,Terahertzbereich
984625658,041908643,Zinkoxid
984625658,965606511,Nanodraht
984625658,040276066,Ionenimplantation
984625658,041745175,Photolumineszenz
98465724X,964568349,Oxaliplatin
98465724X,04174134X,Pharmakodynamik
984662987,041517199,Elektrische Doppelschicht
984662987,041614003,Impedanzspektroskopie
984662987,041734335,Partialdruck
984662987,041703308,Modulationsspektroskopie
98471135X,040595218,Terrarium
98471135X,043128432,Grüner Leguan
98471135X,040299066,Kastration
98471135X,041293444,Testosteron
98471135X,040628604,Verhalten
98471216X,042826225,Karosserieblech
98471216X,041881753,Verzinken
98471216X,040740242,Laserschweißen
98471216X,04282625X,Hochleistungslaser
98471216X,043112692,Schichtverbundwerkstoff
984737596,041685369,Magnesiumlegierung
984737596,041338987,Knetlegierung
984737596,041305698,Strangpressen
984737596,040596656,Textur
984737596,043182089,Zwillingsbildung
984737596,042179610,Mechanische Eigenschaft
984744959,040118827,Deutschland
984744959,041311698,Wohnsiedlung
984744959,943628458,Träger
984744959,041347919,Privater
98477825X,118559230,Kafka
98477825X,040589005,Tagebuch
984837396,961381140,
984837450,041237919,Mongolische Rennmaus
984837450,043233333,Baucheingeweide
984837450,04061557X,Ultraschalldiagnostik
984863044,041732804,Parallelrechner
984863044,940107694,SIMD
984863044,041348370,Programmierumgebung
984863044,043248640,Graphischer Editor
984863044,041165233,Softwareergonomie
984863044,041209958,Benutzerführung
984868143,042811929,Schreitroboter
984868143,043040756,Autonomer Roboter
984868143,040414574,Navigation
984868143,040198693,Gelände
984869999,040383903,Mehrkörpersystem
984869999,041391225,Dynamische Modellierung
984869999,041307216,Impuls
984869999,946663459,Virtuelle Realität
984870326,96389837X,Ad-hoc-Netz
984870326,042930340,Zugriffskontrolle
984870997,041915690,Kraftfahrzeugelektronik
984870997,970201974,Sicherheitskritisches System
984870997,042388724,Verteiltes System
984870997,040111504,Datenübertragung
984870997,041229827,Bus
984879676,042477778,Nucleosidderivate
984879676,041338065,Chemische Synthese
984881395,940589761,Nanopartikel
984881395,942149688,Calciumsulfid
984881395,041456440,Biomineralisation
984881395,940589761,Nanopartikel
984881395,041328612,Calciumcarbonat
984881395,041456440,Biomineralisation
984881395,950407178,Mikroalgen
98494298X,041319729,Fluss
98494298X,041514696,Einzugsgebiet
98494298X,043131190,Stehendes Gewässer
98494298X,04180614X,Sedimenttransport
98494298X,040647285,Wassergüte
98494298X,041145283,Mathematisches Modell
98494298X,040565300,Spree
98494298X,041514696,Einzugsgebiet
98494298X,040589560,Talsperre
98494298X,040263029,Hydrodynamik
98494298X,04180614X,Sedimenttransport
98494298X,040647285,Wassergüte
984952527,04183402X,Stoff
984952527,04203793X,Temperaturabhängigkeit
984952527,041220617,Azeotropes Gemisch
984952527,041597370,Heterogenes System
984952527,041282280,Rektifikation
984952527,042789257,Prozessentwicklung
984961186,947758720,Sevofluran
984961186,955476054,Narkosetiefe
984961186,040707474,Elektroencephalogramm
984961186,042090156,Monitoring
985021934,040266796,Impressionismus
985021934,040372200,Malerei
985021934,04205642X,Nahrungsaufnahme
985021934,040181456,Frankreich
985021934,040181456,Frankreich
985021934,040372200,Malerei
985021934,04205642X,Nahrungsaufnahme
985021934,956192068,Manet
985021934,04100096X,Manet
985021934,951686712,Renoir
985021934,989729133,Monet
985021934,989729559,Monet
985025212,041501349,Direkttablettierung
985025212,041580435,Granulieren
985025212,040645088,Walzen
985025212,041435184,Ausgangsmaterial
985025212,954167910,Teilchengröße
985025212,041760743,Prozessoptimierung
985026170,040234932,Harnuntersuchung
985026170,040698769,Catecholamine
985026170,948738189,Biomarker
985026170,04072641X,HPLC
985068809,971930597,Drahtloses Sensorsystem
985068809,040111504,Datenübertragung
985068809,04011144X,Datensicherung
985068809,040007286,Aggregation
985069856,940243768,Membranbioreaktor
985069856,042423368,Substrat
985069856,941641848,Nährstoffmangel
985069856,040709590,Escherichia coli
985069856,04057699X,Stoffwechsel
985069856,953549127,Oligotrophes Gewässer
985081023,040122115,Dieselmotor
985081023,040001245,Abgaskatalysator
985081023,043093477,SCR-Verfahren
985081023,041591534,Harnstoff
985081023,041876113,Verdampfung
985081023,042189810,Umsatz
985114894,041923588,Multimedia
985114894,042093244,Server
985114894,043230806,Disk-Array
985114894,041273206,Zugriff
985114894,041794494,Scheduling
985114894,041923588,Multimedia
985114894,042093244,Server
985114894,043230806,Disk-Array
985114894,041672712,Leistungsbewertung
985114894,040576337,Stochastisches Modell
98512038X,041323157,Suchverfahren
98512038X,958635943,Online-Algorithmus
98512038X,041678338,Listenverarbeitung
985127708,041402456,Blockheizkraftwerk
985127708,041211782,Elektrizitätsversorgungsnetz
985156619,040068773,Biomasse
985156619,041686403,Maissilage
985156619,041507746,Druckvergasung
985156619,040646890,Wasser
985156619,041866029,Überkritischer Zustand
985156619,041972953,Prozessführung
98515957X,042026288,Reelle Zahl
98515957X,040055817,Berechnungstheorie
98515957X,041774396,Registermaschine
98515957X,04116671X,System von gewöhnlichen Differentialgleichungen
98515957X,040019918,Anfangswertproblem
98515957X,040055817,Berechnungstheorie
98515957X,041774396,Registermaschine
985161434,042133173,Rauchgasreinigung
985161434,968490581,Einstufenprozess
985161434,95207561X,Keramischer Filter
985161434,041858174,Trägerkatalysator
985161434,043093477,SCR-Verfahren
985161434,04163425X,Katalytische Oxidation
985178450,042062284,Fahrgeschwindigkeit
985178450,04134992X,Geschwindigkeitsmessung
985178450,041351029,Fahrbahndecke
985178450,040596656,Textur
985178450,040756777,Optischer Sensor
985178450,041454146,Bildfolgenverarbeitung
985178507,041503473,DNS-Reparatur
985178507,043262678,Zink-Finger-Proteine
985178507,041431049,Arsenverbindungen
985178833,040523683,Schienenfahrzeug
985178833,041728963,Ortung
985178833,984310800,Wirbelstromsensor
985178833,04134992X,Geschwindigkeitsmessung
985178833,041911156,Zugsicherung
985178833,041878175,Verkehrsleitsystem
985178833,040523683,Schienenfahrzeug
985178833,041728963,Ortung
985178833,984310800,Wirbelstromsensor
985178833,041361830,Weiche
985178833,040309584,Klassifikation
985178833,042043263,Bayes-Verfahren
985183721,040066843,Bildverarbeitung
985183721,964338009,Aktives Sehen
985183721,955723884,Stereokamera
985183721,042118492,Selbstkalibrierung
985183721,041995694,Rekursive Parameterschätzung
985185635,040118827,Deutschland
985185635,041824822,Sportstättenentwicklungsplanung
985185635,041256069,Kommunalplanung
985187204,960767053,Fahrerassistenzsystem
985187204,95763157X,Videobild
985187204,043144403,Merkmalsextraktion
985187204,040520978,Schatten
985187204,976531526,Achsensymmetrie
985187204,958598983,Datenfusion
985204885,041420586,Alterssichtigkeit
985204885,041417038,Akkommodation
985204885,040266583,Implantat
985204885,042388120,Mechatronik
985205423,041295943,Maschinelles Sehen
985205423,043143342,Objekterkennung
985205423,041567250,Geometrische Transformation
985205423,041205189,Invarianz
985205784,04004176X,Baden-Württemberg
985205784,040663264,Winter
985205784,040236935,Haus
985205784,04135107X,Sturmschaden
985205784,041293835,Schadenwahrscheinlichkeit
985209399,04139402X,Produktentwicklung
985209399,040701026,Controlling
985209399,04074518X,Managementinformationssystem
985213094,042428610,Mecklenburg-Vorpommern
985213094,040998177,Los Angeles- Hollywood
985213094,040171027,Film
985213094,041574834,Glaube
985213094,042338808,Elementarisierung
985213094,040710459,Evangelischer Religionsunterricht
985218274,041607155,Hubgerüst
985218274,042575427,Spiel
985218274,041805690,Schwingungsverhalten
985238321,041211154,Dachdeckung
985238321,041660935,Kupferblech
985238321,040490033,Regenwasser
985238321,040539644,Schwermetallbelastung
985238321,041515897,Eisenoxide
985238321,040005364,Adsorption
985238321,041211154,Dachdeckung
985238321,041908430,Zinkblech
985238321,040490033,Regenwasser
985238321,040539644,Schwermetallbelastung
985238321,041555813,Füllkörpersäule
985238321,041515897,Eisenoxide
985238364,98551681X,Parvovirus H-1
985238364,042135206,Nucleocapsid
985238364,042059909,Pathogenität
985241020,040118827,Deutschland
985241020,956645356,Open Source
985241020,040360814,Lizenzvertrag
985241020,040274462,Internationales Privatrecht
985245220,042113296,Abwasserkanal
985245220,041383745,Leckage
985245220,040003027,Abwasser
985245220,041880188,Versickerung
985245220,041790529,Sandboden
985245220,042062756,Bodenverschmutzung
985245220,042113296,Abwasserkanal
985245220,947047441,Fremdwasser
985245220,040003027,Abwasser
985245220,041880188,Versickerung
985245220,041790529,Sandboden
985245220,042062756,Bodenverschmutzung
985248009,118570528,Schröder
985248009,040090167,Bundestagswahl
985248009,040642925,Wahlkampf
985248009,041540573,Fernsehinterview
985248009,118618512,Stoiber
985254335,98207459X,Sankt Antönien
985254335,040335739,Kulturlandschaft
985254335,040343480,Landschaftsentwicklung
985272759,042381967,Zahnimplantation
985272759,040149757,Entzündung
985272759,040597989,Therapie
985272759,042437512,Zahnimplantat
985272759,040429075,Oberfläche
985272759,041289889,Rauigkeit
985277513,041270185,Toxin
985277513,041230558,Detektor
985277513,041359623,Enzymtechnologie
985283750,041690710,Mastschwein
985283750,041789636,Salmonella
985283750,041153340,Nachweis
985283750,041810449,Serodiagnostik
985283750,040538575,Schweinemast
985283750,041309553,Salmonellose
985283750,040763080,Prävention
985292490,040305503,Kind
985292490,041242424,Sprachentwicklungsstörung
985292490,941689131,Vergesslichkeit
985292490,041155122,Pathogenese
985292490,042515734,Querschnittsanalyse
985292490,040340368,Längsschnittuntersuchung
985333294,04139402X,Produktentwicklung
985333294,043223532,Komplexes Produkt
985333294,041131967,CAE
985333294,040272389,Integration
985333294,040697940,CAD
985333294,04148259X,Computersimulation
985346892,040068773,Biomasse
985346892,041219252,Wirbelschichtfeuerung
985346892,041324153,Hochtemperaturkorrosion
985346892,04168012X,Lochfraßkorrosion
985346892,040068773,Biomasse
985346892,041219252,Wirbelschichtfeuerung
985346892,041432010,Asche
985346892,042290236,Verkrustung
985377844,040676897,Zerstörungsfreie Werkstoffprüfung
985377844,042423538,Infrarotthermographie
985377844,041805623,Schwingungsanregung
985377844,040615553,Ultraschall
985377844,042801478,Messeinrichtung
985377844,042679869,Geräteentwicklung
985416041,987062506,Karpaten
985416041,947003045,Platte
985416041,94748714X,Deformation
985418354,992536634,Chrysomela tremulae
985418354,041618440,Insektenlarve
985418354,042520436,Wehrsekret
985418354,040069028,Biosynthese
985443448,985830638,Formatkreissäge
985443448,041164873,Sicherheitseinrichtung
985443448,040232077,Hand
985443448,042176522,Berührungsloser Sensor
985443448,040066843,Bildverarbeitung
985443448,957781814,Bayes-Netz
985443901,949380466,Szenenanalyse
985443901,964751038,Assistenzsystem
985444541,041505395,Drallflamme
985444541,963553925,Rezirkulation
985444541,041864700,Turbulente Verbrennung
985444541,041545524,Flammenstabilität
985444541,96473222X,Numerische Strömungssimulation
985446269,04142123X,Aluminiumion
985446269,041271025,Clusterverbindungen
985446269,042081823,Reaktivität
985446269,041560388,Gasphase
985446269,042749042,FT-ICR-Spektroskopie
985462248,042102154,Stahlfaserbeton
985462248,040501345,Riss
985462248,042367638,Tragverhalten
985462248,041301846,Biegung
985462248,940986973,Numerisches Modell
985476583,041833678,Stirnrad
985476583,041513800,Einsatzhärten
985476583,04154563X,Flankentragfähigkeit
985476583,04046170X,Pitting
985476583,041156730,PVD-Verfahren
985493658,041259092,Mensch-Maschine-Kommunikation
985493658,043103553,Agent
985493658,94156892X,Räumliche Anordnung
985493658,041379330,Referenz
985493658,041953517,Lokalisation
985493658,040742504,Linguistik
985534354,041915720,Hirngefäß
985534354,040392570,Mikrozirkulation
985534354,041464397,Bradykinin
985534354,970778023,Intravitalmikroskopie
985542691,041503503,DNS-Schädigung
985542691,043275214,Modellverbindung
985542691,041338065,Chemische Synthese
985547804,949114839,Aminocyclopropancarbonsäurederivate
985547804,041338065,Chemische Synthese
985564962,041508335,Dünnschichtsolarzelle
985564962,954791428,Kupferindiumselenid
985564962,95479138X,Kupfergalliumselenid
985564962,043233864,Energielücke
985564962,041938127,Elektrische Eigenschaft
985564962,043144209,Strom-Spannungs-Kennlinie
985573058,975277995,Multimodales System
985573058,041316320,Dialogsystem
985573058,04020717X,Gesprochene Sprache
985573058,041437047,Automatische Sprechererkennung
985573058,040348342,Lebensalter
985573058,040205479,Geschlecht
985586044,040760014,Personenkraftwagen
985586044,040081486,Bremse
985586044,040152499,Ergonomie
985586044,041321650,Fahrerverhalten
985593687,040050440,Bayern
985593687,040108775,Dänemark
985593687,943209463,Schweinefleischproduktion
985593687,941751473,Wertschöpfungskette
98561045X,042261740,Strukturdynamik
98561045X,042937418,Kontakt
98561045X,040588033,System mit verteilten Parametern
98561045X,04201235X,Nichtglatte Mechanik
985643404,041275314,Immobilienbewertung
985643404,042616425,Geoinformationssystem
985715847,040118827,Deutschland
985715847,041603435,Höfische Kunst
985715847,96320811X,Spieltisch
985715847,040147703,England
985715847,041603435,Höfische Kunst
985715847,96320811X,Spieltisch
985715847,040181456,Frankreich
985715847,041603435,Höfische Kunst
985715847,96320811X,Spieltisch
985724293,04139402X,Produktentwicklung
985724293,946663459,Virtuelle Realität
985724293,042276594,Dreidimensionales CAD
985724293,043049834,Produktmodell
985724293,042190576,Qualitätsmanagement
985730757,04115472X,Orografie
985730757,940986892,Luftströmung
985730757,042123925,Meso-Scale
985730757,040550729,Simulation
985730757,04115472X,Orografie
985730757,042026954,Sturmgefährdung
985730757,040550729,Simulation
985761830,943319455,Faseroptischer Verstärker
985761830,04034620X,Laserspektroskopie
985777745,041654234,Kraftfahrzeugbau
985777745,941654443,Variantenkonstruktion
985777745,041254678,Modulbauweise
985777745,041393112,Methodisches Konstruieren
985814403,133415813,Buscher
985814403,041238117,Nachlass
985814403,004686438,Deutsches Buch- und Schriftmuseum
985859350,040642046,Wärmespeicher
985859350,041594673,Heißwasserspeicher
985859350,041888804,Wärmeverlust
985859350,041260562,Thermodynamische Eigenschaft
985906332,040525880,Schlaganfall
985906332,040694224,Bewegungsstörung
985906332,040408787,Musiktherapie
985906332,041618904,Instrumentalspiel
985906332,04014254X,Elektroencephalographie
985908882,042737923,Erdwärmeaustauscher
985908882,040054616,Bemessung
985908882,042737923,Erdwärmeaustauscher
985908882,041381424,Betriebsverhalten
985908882,040436640,Optimierung
985910283,04178622X,Rübenzucker
985910283,041910605,Zuckergewinnung
985910283,041249062,Zuckerrübe
985910283,042720133,Zellaufschluss
985952504,960767053,Fahrerassistenzsystem
985952504,948211369,Laserscanner
985952504,043112269,Objektverfolgung
985952504,041676084,Lidarsignal
985952504,04054947X,Signalverarbeitung
985952504,041298268,Zustandsschätzung
985952636,041332024,Stochastische Geometrie
985952636,941159116,Poisson-Voronoi-Mosaik
985952636,041559282,Gammaverteilung
985952989,040656047,Werkzeugmaschine
985952989,966251717,Parallelroboter
985952989,041166736,Systemanalyse
985952989,04129730X,Sensitivitätsanalyse
985952989,040656047,Werkzeugmaschine
985952989,966251717,Parallelroboter
985952989,040378632,Maßanalyse
985953586,04140873X,Molkepulver
985953586,041907590,Zerstäubungstrocknung
985953586,041663802,Lactose
985953586,944858414,Hygroskopizität
985953586,041416112,Agglomerieren
985953586,98683923X,Rieselfähigkeit
985957662,040378772,Massenmedien
985957662,04198188X,Religionsersatz
985965193,041985737,Walking
985965193,041774590,Rehabilitatives Training
985965193,041633210,Kardiopulmonale Leistungsfähigkeit
985969717,976013932,Provinz Yogyakarta
985969717,940510944,Karstlandschaft
985969717,040648117,Wasserversorgung
985969717,041507630,Druckrohrleitung
985969717,040256685,Holz
985969776,958127263,Umweltzertifikathandel
985969776,040471039,Preisbildung
985969776,041702972,Modellierung
985973544,041738632,Persönlichkeitsfaktor
985973544,040197026,Gefühl
985973544,040643174,Wahrnehmung
985973544,041383982,Akustisch evoziertes Potenzial
985973544,040783510,Tomografie
985984910,040737578,Kraftfahrzeug
985984910,042217539,Querdynamik
985984910,040163199,Fahrwerk
985984910,041673662,Lenkung
985984910,041774477,Reglerentwurf
985984910,041254678,Modulbauweise
985992441,986672025,Pseudohypoaldosteronismus
985992441,040072630,Blutdruck
985992441,959590102,Genotyp
986076910,040212106,Glaukom
986076910,042371287,Goniotomie
986076910,041387139,Wundheilung
986076910,040266583,Implantat
986076910,042209722,Phosphor-32
986078603,040294862,Kaninchen
986078603,04020555X,Geschlechtsorgan
986078603,04061557X,Ultraschalldiagnostik
986078603,040294862,Kaninchen
986078603,041858107,Trächtigkeitsnachweis
986078603,04061557X,Ultraschalldiagnostik
986092983,041674766,Leuchtstofflampe
986092983,041674758,Leuchtstoff
986092983,041318234,Altstoff
986092983,041320999,Seltenerdmetall
986092983,040765733,Recycling
986092983,040160629,Extraktion
986218286,040455033,Pferd
986218286,952084899,Tierklinik
986218286,041385659,Stressreaktion
986244244,041460839,Blutpumpe
986244244,041407075,Herz-Lungen-Maschine
986244244,041134508,Entwicklung
986244244,041296109,Strömungsmesstechnik
986244244,041256913,Fluidik
986256293,95325299X,Führerschule der Deutschen Ärzteschaft
986256293,041257464,Lehrstoff
986256293,041769783,Rassenhygiene
986283169,97279963X,Heißprägen
986283169,04033676X,Kunststoff
986283169,042216176,Mikrosystemtechnik
986283169,968818374,Formwerkzeug
986283169,964681331,Großformat
986283169,041896858,Werkzeugbau
986285196,041826914,Stabbündel
986285196,948793937,Durchströmung
986285196,04077970X,Strömungsmechanik
986285196,041281306,Numerisches Verfahren
986302759,04115472X,Orografie
986302759,041902459,Wolkenbildung
986324655,967279453,E-Learning
986324655,041257553,Lernsequenz
986331562,040629023,Verkehrsablauf
986331562,041321650,Fahrerverhalten
986331562,040550729,Simulation
98633281X,04191144X,Zungenkrebs
98633281X,042319285,Zelllinie
98633281X,041480449,Cisplatin
98633281X,041431804,Arzneimittelresistenz
98633281X,963792644,Kandidatengen
98633281X,042018943,Differentielle Genexpression
98636276X,04014626X,Emulsion
98636276X,040325520,Kosmetikum
98636276X,041206533,Langzeitverhalten
98636276X,041523717,Entmischung
98636276X,042576083,Zentrifugalkraft
986416711,041400674,Globale Optimierung
986418498,988641232,Diversity Management
986418498,041314840,Unternehmenskultur
986428825,946580472,Ablöseblase
986428825,041378466,Turbulente Grenzschicht
986428825,043156169,LES
986428825,040172333,Finite-Elemente-Methode
986428825,041858379,Tragflügelumströmung
986428825,042823048,Anstellwinkel
986428825,946580472,Ablöseblase
986428825,043156169,LES
986428825,040172333,Finite-Elemente-Methode
986431710,042465788,Leittechnik
986431710,041335864,Telekommunikationsnetz
986431710,042614805,Systementwurf
986431710,965221210,Traffic Engineering
986431710,041672712,Leistungsbewertung
986431710,953301591,Dienstgüte
986444510,042161304,Funknetz
986444510,942803760,
986444510,985613939,Home location register
986444510,041276132,Datenbankentwurf
986444510,947076581,Reengineering
986444510,041672712,Leistungsbewertung
986444510,957629834,UMTS
986444510,942803760,
986444510,985613939,Home location register
986444510,04225115X,Internetworking
986444510,964845156,Zugangsnetz
986444510,964788543,Web Services
986471127,04032690X,Kraftfahrzeugindustrie
986471127,979651808,Digitale Fabrik
986471127,981829619,Presswerk
986471127,041227514,Ablaufplanung
986471127,042333989,Integrierte Planung
986509639,040558649,Sozialpädagogik
986509639,041996569,Feldtheorie
986577057,040685969,Altern
986577057,042438314,Substantia corticalis
986577057,040440214,Osteoporose
986579203,041520580,Email
986579203,946936080,Metallschaum
986593869,04138914X,Produktionssystem
986593869,040756939,Organisationswandel
986593869,041216776,Softwarearchitektur
986593869,041598334,Hierarchisches System
986624268,040703347,Deutsche
986624268,040710610,Exilschriftsteller
986624268,041935772,Selbstverlag
986624268,041132920,Deutsch
986624268,040159612,Exilliteratur
986624268,040742725,Literarisches Leben
986686891,940987511,Weibliche Heranwachsende
986686891,040021440,Anorexia nervosa
986686891,041205820,Körpererfahrung
98668760X,040268985,Informatikunterricht
98668760X,94173577X,Objektorientierung
98668760X,041702972,Modellierung
98668760X,040786374,Unterrichtsmethode
986695017,040326519,Kraft
986695017,040052486,Begriff
986695017,040459772,Physikunterricht
986695017,04054365X,Sekundarstufe 1
986695017,04045956X,Physik
986695017,040162168,Fachsprache
986695017,040564584,Spracherwerb
986695017,040459772,Physikunterricht
986695017,04054365X,Sekundarstufe 1
986761478,042789338,Fluggasturbine
986761478,041273478,Brennkammer
986761478,955646693,Mehrstufenbauart
986761478,041910842,Zündung
986761478,946992657,Zweistufige Verbrennung
986770248,04305238X,Fullerene
986770248,042188350,Raman-Spektrum
986770248,042585147,Dichtefunktionalformalismus
986771392,978037693,Empfehlungssystem
986771392,04325683X,Prozesskette
986771392,04045388X,Petri-Netz
986771392,042029945,Ähnlichkeit
986771392,946398593,OWL
986789291,946374112,Serviceroboter
986789291,041295943,Maschinelles Sehen
986789291,041937546,Maschinelles Lernen
986789291,042111919,Automatische Handlungsplanung
98678978X,959116044,Electronic Commerce
98678978X,981212956,Internetauktion
98678978X,041391276,Marktmechanismus
98678978X,041269454,Systementwicklung
986792004,041400674,Globale Optimierung
986792004,042338409,Ableitung
986792004,041400674,Globale Optimierung
986793027,041412990,Ackerschmalwand
986793027,955442087,Jasmonate
986793027,041558154,Galactolipide
986818216,040230953,Halswirbelsäule
986818216,041900030,Wirbelsäulenchirurgie
986818216,040462358,Planung
986818216,041132408,Computertomografie
986818216,041229312,Biomechanische Analyse
986818216,040172333,Finite-Elemente-Methode
986866911,040605922,Tragwerk
986866911,040501345,Riss
986866911,041269047,Strukturmechanik
986866911,98139230X,Mehrfeldproblem
986866911,961117524,p-Methode
986866911,043217222,Dimension 3
98686708X,040465357,Politische Geografie
98686708X,040219933,Grenzgebiet
98686708X,040178943,Forschung
98686708X,040553027,Slowenien
98686708X,041943635,Grenzüberschreitende Kooperation
98686708X,950682241,Balkanhalbinsel
98686708X,040710130,Europäische Integration
